rep,ate_hajek
1,-0.056649475425532
2,-0.05364822730494634
3,-0.166685324804841
4,0.00047586911144925637
5,-0.029770101604857935
6,-0.09263954881026137
7,-0.03383743158666164
8,-0.0657116636832642
9,0.023883044391228125
10,-0.007269034429554289
11,0.1161870001397638
12,-0.09049896173690453
13,-0.06064886696246319
14,-0.11449441419861373
15,-0.11466189218233502
16,0.11193898209852904
17,0.05714718959994958
18,-0.00397586385709392
19,0.04195590252578185
20,-0.1314480223328447
21,-0.01856530948520696
22,0.23861617652682732
23,-0.12865545926060662
24,0.14726496914983933
25,0.01613355063726818
26,0.016559811414808223
27,0.08603064962515017
28,-0.036942604876866625
29,-0.11375950006323432
30,-0.17199522845864923
31,0.10477851233844504
32,0.05153946070538229
33,0.12611465529778254
34,0.14050051479479286
35,-0.1008647536392191
36,0.05056251974293602
37,0.17566955242835292
38,0.08404912419689925
39,0.12551419297975386
40,-0.029099250303933566
41,0.1202087785810031
42,0.022628302107091436
43,0.09455390510108064
44,0.05907220196071794
45,0.028546816239776618
46,0.005217728092437035
47,0.028616156511249713
48,-0.08140754514205373
49,-0.09172570659708512
50,0.032589110133111276
51,-0.01340475707494182
52,-0.08988483354326426
53,-0.004020691027842638
54,-0.04665173942291112
55,-0.16262554619157044
56,0.006971102481436731
57,-0.08923388725990122
58,-0.008156042001343344
59,0.07011692292151572
60,-0.13733393473541344
61,0.09412223176974344
62,0.15670373403603222
63,-0.056174649482147565
64,0.09703510509275315
65,0.0719132436159784
66,-0.09808531717091906
67,0.030552855134867052
68,0.05437149960599985
69,0.08555291646393748
70,-0.12077525262110278
71,0.007384444007318969
72,0.13472352264189347
73,0.11591039743383469
74,0.06339853716401223
75,0.24136004704891612
76,0.022852706700193792
77,0.12851549196901146
78,0.05179661384196432
79,-0.03822312583639764
80,-0.07008756007755146
81,0.07605083663204049
82,0.029732163440994164
83,-0.02288069597101572
84,-0.028040459758690517
85,-0.14355575101626705
86,0.11943843780134511
87,-0.13344717890445512
88,0.07214057366449733
89,0.23098489194196947
90,-0.2032464245265979
91,0.057579144728881815
92,-0.11897044018986769
93,-0.07419493107581232
94,0.1654206415962749
95,-0.05370214568290432
96,0.12112084455531935
97,-0.0445305887737959
98,-0.10539541315025414
99,-0.004412772198357118
100,-0.04129991569080804
101,0.04475221543908692
102,-0.1999546993168977
103,0.057290680024333795
104,-0.0783093086443225
105,-0.2442048993345054
106,-0.08789687329815621
107,-0.04044010877783233
108,-0.004220273410593833
109,-0.013216540490462947
110,0.024655698780124524
111,-0.09967403614802528
112,0.11040030551016944
113,-0.17798226662494177
114,0.23184354398236628
115,-0.059476619472974335
116,0.006896089346163592
117,0.005555121706685817
118,-0.0191649517280279
119,-0.09710162418836443
120,0.001371590459506855
121,0.08949604665364319
122,-0.1612995769072345
123,0.057272772018042595
124,-0.014488935802780212
125,-0.07567076215884239
126,0.02859540106257885
127,0.09190624752962506
128,0.0920671871617742
129,0.05268685946099616
130,-0.10824335451028944
131,-0.12787147789244546
132,-0.13897890304931604
133,0.14142402010439348
134,-0.24663682041540547
135,0.04732202862313706
136,0.00627270401713087
137,0.16667843931521897
138,0.04884888353176908
139,-0.0047574916738089
140,0.10093688990943761
141,-0.09445192996818541
142,0.04137562160672825
143,0.11699986717666722
144,-0.06679380876860996
145,0.15421608960705147
146,-0.09863125274826867
147,-0.010612414650152502
148,-0.044121505282867624
149,0.14116248616321858
150,0.03454009344310549
151,0.08955921006802647
152,0.013938728801034195
153,-0.012983980641165793
154,-0.11617278866048686
155,0.00786036282527025
156,-0.028963994366977275
157,-0.13485752569511966
158,-0.004624976511966139
159,0.05467823890008727
160,0.06909638235179383
161,-0.10703754917261588
162,-0.2540036920190909
163,0.07296372992570621
164,-0.10452464426299457
165,-0.0940857545901288
166,-0.07440747320112528
167,-0.10840475530061333
168,0.06982186263757129
169,-0.08373051505948048
170,0.18108105830836063
171,-0.003224314426885755
172,0.09828460346302847
173,-0.03301486212467175
174,0.18295072082083674
175,-0.049782742412743275
176,-0.020211048374949137
177,0.061845240554430525
178,-0.06522672848150357
179,0.07148587778913562
180,0.11010952369628058
181,-0.01006989875532227
182,-0.1076751809153178
183,0.03795153209132884
184,-0.07236171665491575
185,-0.2241863867560383
186,0.13515676557936374
187,-0.02698087672755367
188,-0.12522137671652
189,-0.05542521329518557
190,0.028688442503616685
191,0.20883407375579477
192,0.02292906045582388
193,-0.04501223944854793
194,-0.09102035106348527
195,0.044562873930908076
196,0.11406837220778598
197,0.010805152174104826
198,-0.008362103426508227
199,-0.025899151216015603
